"","_num","_widgetName","_source","_resultNumber","_pageUrl","id","rank","workers","company","url","state_l","state_s","city","metro","growth","revenue","industry","yrs_on_list"
"616",1373,"Inc5000 Company List","Inc5000 Company List",1373,"http://www.inc.com/inc5000list/json/inc5000_2014.json",11000,1373,171,"York Enterprise Solutions","york-enterprise-solutions","Illinois","IL","Westchester","Chicago",312.31,40435000,"IT Services",4
"617",1374,"Inc5000 Company List","Inc5000 Company List",1374,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25439,1374,185,"Knowledgent Group","knowledgent-group","New Jersey","NJ","Warren","New York City",312.21,47036251,"IT Services",1
"618",1375,"Inc5000 Company List","Inc5000 Company List",1375,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25116,1375,65,"SPOC Automation","spoc-automation","Alabama","AL","Trussville","Birmingham-Hoover AL",311.3,33886117,"Energy",1
"619",1378,"Inc5000 Company List","Inc5000 Company List",1378,"http://www.inc.com/inc5000list/json/inc5000_2014.json",26023,1378,55,"Precise Leads","precise-leads","New York","NY","New York","New York City",311.02,13133811,"Advertising & Marketing",1
"620",1379,"Inc5000 Company List","Inc5000 Company List",1379,"http://www.inc.com/inc5000list/json/inc5000_2014.json",4146,1379,88,"Insurance Care Direct","insurance-care-direct","Florida","FL","Deerfield Beach","Miami",310.85,45006068,"Insurance",6
"621",1380,"Inc5000 Company List","Inc5000 Company List",1380,"http://www.inc.com/inc5000list/json/inc5000_2014.json",4121,1380,85,"Ventech Solutions","ventech-solutions","Ohio","OH","Columbus","Columbus OH",310.69,14764999,"IT Services",6
"622",1381,"Inc5000 Company List","Inc5000 Company List",1381,"http://www.inc.com/inc5000list/json/inc5000_2014.json",26175,1381,10,"Access Networks","access-networks","California","CA","Encino","Los Angeles",310.05,5533484,"IT Services",1
"623",1382,"Inc5000 Company List","Inc5000 Company List",1382,"http://www.inc.com/inc5000list/json/inc5000_2014.json",26062,1382,25,"PUSH Marketing & Promotions","push-marketing-promotions","Arizona","AZ","Tempe","Phoenix",309.84,4155895,"Human Resources",1
"624",1383,"Inc5000 Company List","Inc5000 Company List",1383,"http://www.inc.com/inc5000list/json/inc5000_2014.json",19789,1383,173,"AASKI Technology","aaski-technology","New Jersey","NJ","Ocean","New York City",309.79,51131534,"Engineering",4
"625",1384,"Inc5000 Company List","Inc5000 Company List",1384,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25192,1384,102,"A-Fordable Billing Solution","a-fordable-billing-solution","California","CA","Pasadena","Los Angeles",309.6,4400717,"Health",1
"626",1387,"Inc5000 Company List","Inc5000 Company List",1387,"http://www.inc.com/inc5000list/json/inc5000_2014.json",21117,1387,15,"Crunchy Logistics","crunchy-logistics","Florida","FL","Orlando","Orlando FL",309.06,2516225,"IT Services",3
"627",1388,"Inc5000 Company List","Inc5000 Company List",1388,"http://www.inc.com/inc5000list/json/inc5000_2014.json",23204,1388,31,"Frontline Source Group","frontline-source-group","Texas","TX","Dallas","Dallas",308.53,11322163,"Human Resources",2
"628",1389,"Inc5000 Company List","Inc5000 Company List",1389,"http://www.inc.com/inc5000list/json/inc5000_2014.json",23640,1389,45,"Thunder Bay Builders","thunder-bay-builders","Florida","FL","Spring Hill","Tampa",308.39,9369348,"Construction",2
"629",1390,"Inc5000 Company List","Inc5000 Company List",1390,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25568,1390,70,"Centre Technologies","centre-technologies","Texas","TX","Houston","Houston",308.03,33381698,"IT Services",1
"630",1391,"Inc5000 Company List","Inc5000 Company List",1391,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25920,1391,88,"Strive Physical Therapy","strive-physical-therapy","New Jersey","NJ","Moorestown","Philadelphia",307.9,5177339,"Health",1
"631",1392,"Inc5000 Company List","Inc5000 Company List",1392,"http://www.inc.com/inc5000list/json/inc5000_2014.json",23312,1392,25,"Autoshop Solutions","autoshop-solutions","North Carolina","NC","Apex","Durham NC",307.8,2548128,"Advertising & Marketing",2
"632",1393,"Inc5000 Company List","Inc5000 Company List",1393,"http://www.inc.com/inc5000list/json/inc5000_2014.json",23810,1393,108,"AppNeta","appneta","Massachusetts","MA","Boston","Boston",307.3,9710000,"Business Products & Services",2
"633",1394,"Inc5000 Company List","Inc5000 Company List",1394,"http://www.inc.com/inc5000list/json/inc5000_2014.json",23042,1394,8,"BWBacon Group","bwbacon-group","Colorado","CO","Denver","Denver",307.3,3465418,"Human Resources",2
"634",1395,"Inc5000 Company List","Inc5000 Company List",1395,"http://www.inc.com/inc5000list/json/inc5000_2014.json",24883,1395,16,"Dfuse Technologies","dfuse-technologies","Virginia","VA","Ashburn","Washington DC",307.25,4546809,"IT Services",1
"635",1396,"Inc5000 Company List","Inc5000 Company List",1396,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25125,1396,30,"HydroPeptide","hydropeptide","Washington","WA","Issaquah","Seattle",307.08,7867307,"Consumer Products & Services",1
"636",1397,"Inc5000 Company List","Inc5000 Company List",1397,"http://www.inc.com/inc5000list/json/inc5000_2014.json",26550,1397,33,"Oak Mortgage Group","oak-mortgage-group","Texas","TX","Dallas","Dallas",306.96,2717989,"Financial Services",1
"637",1398,"Inc5000 Company List","Inc5000 Company List",1398,"http://www.inc.com/inc5000list/json/inc5000_2014.json",22982,1398,25,"The Millennium Group International","the-millennium-group-international","Virginia","VA","Sterling","Washington DC",306.23,3569870,"Government Services",2
"638",1399,"Inc5000 Company List","Inc5000 Company List",1399,"http://www.inc.com/inc5000list/json/inc5000_2014.json",26402,1399,24,"Datum","datum","Maryland","MD","Annapolis","Baltimore",305.97,3882413,"IT Services",1
"639",1400,"Inc5000 Company List","Inc5000 Company List",1400,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25632,1400,105,"H & F Bread Company","h-f-bread-company","Georgia","GA","Atlanta","Atlanta",305.7,3988000,"Food & Beverage",1
"640",1401,"Inc5000 Company List","Inc5000 Company List",1401,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25174,1401,80,"Makosi","makosi","New York","NY","New York","New York City",305.64,8935500,"Financial Services",1
"641",1402,"Inc5000 Company List","Inc5000 Company List",1402,"http://www.inc.com/inc5000list/json/inc5000_2014.json",23658,1402,33,"Arke","arke","Georgia","GA","Atlanta","Atlanta",305.58,6941768,"Advertising & Marketing",2
"642",1403,"Inc5000 Company List","Inc5000 Company List",1403,"http://www.inc.com/inc5000list/json/inc5000_2014.json",26555,1403,30,"Profuse Solutions","profuse-solutions","California","CA","Walnut","Los Angeles",305.25,2264291,"IT Services",1
"643",1406,"Inc5000 Company List","Inc5000 Company List",1406,"http://www.inc.com/inc5000list/json/inc5000_2014.json",23470,1406,32,"Goldfish Medical Staffing","goldfish-medical-staffing","Texas","TX","Plano","Dallas",304.68,14413146,"Health",2
"644",1407,"Inc5000 Company List","Inc5000 Company List",1407,"http://www.inc.com/inc5000list/json/inc5000_2014.json",26479,1407,60,"Affinity Group Management","affinity-group-management","Missouri","MO","Kansas City","Kansas City MO-KS",304.51,14040157,"Real Estate",1
"645",1408,"Inc5000 Company List","Inc5000 Company List",1408,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25970,1408,18,"The Talance Group","the-talance-group","Texas","TX","Houston","Houston",304.47,9146425,"Business Products & Services",1
"646",1409,"Inc5000 Company List","Inc5000 Company List",1409,"http://www.inc.com/inc5000list/json/inc5000_2014.json",26315,1409,15,"eSchoolView","eschoolview","Ohio","OH","Columbus","Columbus OH",304.21,2254000,"Education",1
"647",1410,"Inc5000 Company List","Inc5000 Company List",1410,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25831,1410,2,"Momentum Solutionz","momentum-solutionz","Virginia","VA","Stafford","Washington DC",303.5,2809354,"IT Services",1
"648",1411,"Inc5000 Company List","Inc5000 Company List",1411,"http://www.inc.com/inc5000list/json/inc5000_2014.json",1167,1411,55,"QueBIT","quebit","New York","NY","Scarsdale","New York City",303.48,19893669,"IT Services",8
"649",1413,"Inc5000 Company List","Inc5000 Company List",1413,"http://www.inc.com/inc5000list/json/inc5000_2014.json",21461,1413,33,"Mosquito Squad","mosquito-squad","Virginia","VA","Richmond","Richmond VA",303.17,17162823,"Consumer Products & Services",4
"650",1414,"Inc5000 Company List","Inc5000 Company List",1414,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25441,1414,25,"Crawford Thomas Recruiting","crawford-thomas-recruiting","Florida","FL","Orlando","Orlando FL",302.71,2995343,"Human Resources",1
"651",1415,"Inc5000 Company List","Inc5000 Company List",1415,"http://www.inc.com/inc5000list/json/inc5000_2014.json",21104,1415,28,"Blue Corona","blue-corona","Maryland","MD","Gaithersburg","Washington DC",302.48,3832666,"Advertising & Marketing",3
"652",1416,"Inc5000 Company List","Inc5000 Company List",1416,"http://www.inc.com/inc5000list/json/inc5000_2014.json",23313,1416,59,"R3 Strategic Support Group","r3-strategic-support-group","California","CA","Coronado","San Diego",301.94,7247459,"Government Services",2
"653",1417,"Inc5000 Company List","Inc5000 Company List",1417,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25061,1417,19,"Avant-Garde Solutions","avant-garde-solutions","Massachusetts","MA","Framingham","Boston",301.93,2055109,"IT Services",1
"654",1418,"Inc5000 Company List","Inc5000 Company List",1418,"http://www.inc.com/inc5000list/json/inc5000_2014.json",21217,1418,48,"ScanDigital","scandigital","California","CA","Torrance","Los Angeles",301.83,5639978,"Consumer Products & Services",3
"655",1419,"Inc5000 Company List","Inc5000 Company List",1419,"http://www.inc.com/inc5000list/json/inc5000_2014.json",22297,1419,139,"Fulton Communications","fulton-communications","Georgia","GA","Roswell","Atlanta",300.74,27081128,"Telecommunications",3
"656",1420,"Inc5000 Company List","Inc5000 Company List",1420,"http://www.inc.com/inc5000list/json/inc5000_2014.json",21926,1420,15,"Summerset Professional Grills","summerset-professional-grills","California","CA","Costa Mesa","Los Angeles",300.24,9086935,"Consumer Products & Services",3
"657",1421,"Inc5000 Company List","Inc5000 Company List",1421,"http://www.inc.com/inc5000list/json/inc5000_2014.json",26019,1421,73,"Kord Technologies","kord-technologies","Alabama","AL","Huntsville","Huntsville AL",300.06,10914481,"Government Services",1
"658",1422,"Inc5000 Company List","Inc5000 Company List",1422,"http://www.inc.com/inc5000list/json/inc5000_2014.json",23444,1422,19,"Bell Sports Marketing","bell-sports-marketing","Arizona","AZ","Scottsdale","Phoenix",300.06,6357000,"Retail",2
"659",1423,"Inc5000 Company List","Inc5000 Company List",1423,"http://www.inc.com/inc5000list/json/inc5000_2014.json",26262,1423,42,"WOW Baking Company","wow-baking-company","Washington","WA","Kent","Seattle",299.94,4976268,"Food & Beverage",1
"660",1425,"Inc5000 Company List","Inc5000 Company List",1425,"http://www.inc.com/inc5000list/json/inc5000_2014.json",21477,1425,197,"SMRC","smrc","Virginia","VA","Sterling","Washington DC",299.58,11837259,"Government Services",3
"661",1426,"Inc5000 Company List","Inc5000 Company List",1426,"http://www.inc.com/inc5000list/json/inc5000_2014.json",24099,1426,45,"Box Office Ticket Sales","box-office-ticket-sales","Nebraska","NE","Omaha","Omaha-Council Bluffs NE-IA",299.54,22516332,"Consumer Products & Services",2
"662",1427,"Inc5000 Company List","Inc5000 Company List",1427,"http://www.inc.com/inc5000list/json/inc5000_2014.json",26511,1427,10,"Stratus Prep","stratus-prep","New York","NY","New York","New York City",299,4019029,"Education",1
"663",1429,"Inc5000 Company List","Inc5000 Company List",1429,"http://www.inc.com/inc5000list/json/inc5000_2014.json",20255,1429,167,"Spreadshirt","spreadshirt","Massachusetts","MA","Boston","Boston",298.52,37716000,"Retail",4
"664",1430,"Inc5000 Company List","Inc5000 Company List",1430,"http://www.inc.com/inc5000list/json/inc5000_2014.json",22451,1430,110,"Azzur Group","azzur-group","Pennsylvania","PA","Willow Grove","Philadelphia",298.22,11741667,"Health",3
"665",1431,"Inc5000 Company List","Inc5000 Company List",1431,"http://www.inc.com/inc5000list/json/inc5000_2014.json",21151,1431,30,"ESAC","esac","Maryland","MD","Rockville","Washington DC",298.05,9865740,"Health",3
"666",1432,"Inc5000 Company List","Inc5000 Company List",1432,"http://www.inc.com/inc5000list/json/inc5000_2014.json",26120,1432,53,"GSI","gsi","Georgia","GA","Canton","Atlanta",297.84,13102565,"IT Services",1
"667",1433,"Inc5000 Company List","Inc5000 Company List",1433,"http://www.inc.com/inc5000list/json/inc5000_2014.json",26378,1433,29,"Element Three","element-three","Indiana","IN","Indianapolis","Indianapolis IN",297.76,3491616,"Advertising & Marketing",1
"668",1434,"Inc5000 Company List","Inc5000 Company List",1434,"http://www.inc.com/inc5000list/json/inc5000_2014.json",26004,1434,14,"Strategic Wealth Partners","strategic-wealth-partners","Ohio","OH","Independence","Cleveland",297.42,2623000,"Financial Services",1
"669",1435,"Inc5000 Company List","Inc5000 Company List",1435,"http://www.inc.com/inc5000list/json/inc5000_2014.json",24433,1435,48,"A3 Communications","a3-communications","South Carolina","SC","Irmo","Columbia SC",297.17,17500015,"IT Services",2
"670",1436,"Inc5000 Company List","Inc5000 Company List",1436,"http://www.inc.com/inc5000list/json/inc5000_2014.json",24814,1436,9,"Energy 1","energy-1","Montana","MT","Bozeman","Bozeman MT",297.05,2695412,"Energy",1
"671",1438,"Inc5000 Company List","Inc5000 Company List",1438,"http://www.inc.com/inc5000list/json/inc5000_2014.json",21748,1438,51,"TSPi","tspi","Virginia","VA","Sterling","Washington DC",296.66,28459273,"IT Services",3
"672",1439,"Inc5000 Company List","Inc5000 Company List",1439,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25656,1439,38,"LiveLife Fashions","livelife-fashions","California","CA","Los Angeles","Los Angeles",296.62,16974649,"Consumer Products & Services",1
"673",1440,"Inc5000 Company List","Inc5000 Company List",1440,"http://www.inc.com/inc5000list/json/inc5000_2014.json",19415,1440,24,"Desert Jet","desert-jet","California","CA","Thermal","El Centro CA",296.47,8753043,"Logistics & Transportation",4
"674",1441,"Inc5000 Company List","Inc5000 Company List",1441,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25851,1441,62,"Hunt Telecommunications","hunt-telecommunications","Louisiana","LA","Metairie","New Orleans-Metairie-Kenner LA",296.38,16323095,"Telecommunications",1
"675",1442,"Inc5000 Company List","Inc5000 Company List",1442,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25275,1442,18,"G.A.S.","gas","Oklahoma","OK","Elk City","Elk City OK",296.1,3484108,"Environmental Services",1
"676",1446,"Inc5000 Company List","Inc5000 Company List",1446,"http://www.inc.com/inc5000list/json/inc5000_2014.json",21429,1446,67,"Buildium","buildium","Massachusetts","MA","Boston","Boston",294.89,7508898,"Software",3
"677",1447,"Inc5000 Company List","Inc5000 Company List",1447,"http://www.inc.com/inc5000list/json/inc5000_2014.json",3824,1447,30,"Falcon Containers","falcon-containers","Texas","TX","Austin","Austin",294.87,16056603,"Manufacturing",6
"678",1448,"Inc5000 Company List","Inc5000 Company List",1448,"http://www.inc.com/inc5000list/json/inc5000_2014.json",21340,1448,73,"Surge","surge","Washington","WA","Bellevue","Seattle",294.78,6019187,"IT Services",3
"679",1449,"Inc5000 Company List","Inc5000 Company List",1449,"http://www.inc.com/inc5000list/json/inc5000_2014.json",19851,1449,77,"Invenios","invenios","California","CA","Santa Barbara","Santa Barbara-Santa Maria-Goleta CA",294.73,12968978,"Manufacturing",4
"680",1450,"Inc5000 Company List","Inc5000 Company List",1450,"http://www.inc.com/inc5000list/json/inc5000_2014.json",26549,1450,13,"Flexible Innovations","flexible-innovations","Texas","TX","Fort Worth","Dallas",294.73,6878423,"Business Products & Services",1
"681",1451,"Inc5000 Company List","Inc5000 Company List",1451,"http://www.inc.com/inc5000list/json/inc5000_2014.json",26243,1451,1,"Sold Out Solutions","sold-out-solutions","Georgia","GA","Atlanta","Atlanta",294.67,2889000,"Retail",1
"682",1452,"Inc5000 Company List","Inc5000 Company List",1452,"http://www.inc.com/inc5000list/json/inc5000_2014.json",21547,1452,42,"FLM+","flm","Ohio","OH","Worthington","Columbus OH",294.08,9513000,"Advertising & Marketing",3
"683",1454,"Inc5000 Company List","Inc5000 Company List",1454,"http://www.inc.com/inc5000list/json/inc5000_2014.json",26391,1454,6,"Katalyst Group","katalyst-group","California","CA","Pacific Palisades","Los Angeles",293.81,2020634,"Human Resources",1
"684",1457,"Inc5000 Company List","Inc5000 Company List",1457,"http://www.inc.com/inc5000list/json/inc5000_2014.json",19487,1457,76,"Curse","curse","Alabama","AL","Huntsville","Valley AL",293.44,24437730,"Media",3
"685",1458,"Inc5000 Company List","Inc5000 Company List",1458,"http://www.inc.com/inc5000list/json/inc5000_2014.json",24652,1458,75,"Double Line Partners","double-line-partners","Texas","TX","Austin","Austin",293.41,15115000,"Education",1
"686",1459,"Inc5000 Company List","Inc5000 Company List",1459,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25707,1459,56,"Immersion Consulting","immersion-consulting","Maryland","MD","Annapolis","Baltimore",293.3,16016879,"Government Services",1
"687",1460,"Inc5000 Company List","Inc5000 Company List",1460,"http://www.inc.com/inc5000list/json/inc5000_2014.json",19740,1460,150,"NGP VAN","ngp-van","District of Columbia","DC","Washington","Washington DC",293.23,19765613,"Software",8
"688",1461,"Inc5000 Company List","Inc5000 Company List",1461,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25986,1461,32,"Red Privet","red-privet","Pennsylvania","PA","Harrisburg","Harrisburg-Carlisle PA",292.73,2722747,"Business Products & Services",1
"689",1463,"Inc5000 Company List","Inc5000 Company List",1463,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25803,1463,45,"Daybreak IT Solutions","daybreak-it-solutions","Virginia","VA","Richmond","Richmond VA",291.81,3263761,"IT Services",1
"690",1464,"Inc5000 Company List","Inc5000 Company List",1464,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25703,1464,32,"E-Aspire IT","e-aspire-it","New Jersey","NJ","Cranbury","Trenton-Ewing NJ",291.3,3199999,"IT Services",1
"691",1465,"Inc5000 Company List","Inc5000 Company List",1465,"http://www.inc.com/inc5000list/json/inc5000_2014.json",26385,1465,27,"Tallwave","tallwave","Arizona","AZ","Scottsdale","Phoenix",291.23,2320000,"Business Products & Services",1
"692",1466,"Inc5000 Company List","Inc5000 Company List",1466,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25830,1466,30,"Emergency Planning Management","emergency-planning-management","Virginia","VA","Stafford","Washington DC",291.21,8056623,"Government Services",1
"693",1467,"Inc5000 Company List","Inc5000 Company List",1467,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25052,1467,115,"H&S Resources","hs-resources","Maryland","MD","Columbia","Baltimore",291.04,10154334,"Government Services",1
"694",1468,"Inc5000 Company List","Inc5000 Company List",1468,"http://www.inc.com/inc5000list/json/inc5000_2014.json",23990,1468,36,"Executech","executech","Utah","UT","South Jordan","Salt Lake City",290.98,4806227,"IT Services",2
"695",1469,"Inc5000 Company List","Inc5000 Company List",1469,"http://www.inc.com/inc5000list/json/inc5000_2014.json",23742,1469,22,"Lief Labs","lief-labs","California","CA","Valencia","Los Angeles",290.58,5390000,"Health",2
"696",1471,"Inc5000 Company List","Inc5000 Company List",1471,"http://www.inc.com/inc5000list/json/inc5000_2014.json",24915,1471,15,"KELL Partners","kell-partners","Texas","TX","Austin","Austin",290.36,2735820,"Business Products & Services",1
"697",1472,"Inc5000 Company List","Inc5000 Company List",1472,"http://www.inc.com/inc5000list/json/inc5000_2014.json",21868,1472,23,"Andiamo Partners","andiamo-partners","New York","NY","New York","New York City",290.35,8375650,"Human Resources",3
"698",1473,"Inc5000 Company List","Inc5000 Company List",1473,"http://www.inc.com/inc5000list/json/inc5000_2014.json",18239,1473,9,"Dexclusive.com","dexclusivecom","Florida","FL","Pembroke Pines","Miami",290.24,27824356,"Retail",5
"699",1475,"Inc5000 Company List","Inc5000 Company List",1475,"http://www.inc.com/inc5000list/json/inc5000_2014.json",26561,1475,29,"Chartis Consulting","chartis-consulting","Virginia","VA","Falls Church","Washington DC",289.98,4948535,"Government Services",1
"700",1477,"Inc5000 Company List","Inc5000 Company List",1477,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25147,1477,11,"Light Efficient Design","light-efficient-design","Illinois","IL","Cary","Chicago",289.77,9322139,"Manufacturing",1
"701",1478,"Inc5000 Company List","Inc5000 Company List",1478,"http://www.inc.com/inc5000list/json/inc5000_2014.json",24818,1478,11,"DASECO Electrical","daseco-electrical","Massachusetts","MA","Cataumet","Barnstable Town MA",289.76,2068768,"Energy",1
"702",1480,"Inc5000 Company List","Inc5000 Company List",1480,"http://www.inc.com/inc5000list/json/inc5000_2014.json",22417,1480,15,"Ticketracker","ticketracker","Indiana","IN","Anderson","Anderson IN",289.51,4531117,"Software",3
"703",1481,"Inc5000 Company List","Inc5000 Company List",1481,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25688,1481,135,"Alta Vista Solutions","alta-vista-solutions","California","CA","Richmond","San Francisco",289.45,26182331,"Engineering",1
"704",1483,"Inc5000 Company List","Inc5000 Company List",1483,"http://www.inc.com/inc5000list/json/inc5000_2014.json",23988,1483,15,"1st Equity Title & Closing Services","1st-equity-title-closing-services","New York","NY","Syosset","New York City",288.93,3255445,"Real Estate",2
"705",1485,"Inc5000 Company List","Inc5000 Company List",1485,"http://www.inc.com/inc5000list/json/inc5000_2014.json",513,1485,21,"iMethods","imethods","Florida","FL","Jacksonville","Jacksonville FL",288.38,10999352,"IT Services",3
"706",1487,"Inc5000 Company List","Inc5000 Company List",1487,"http://www.inc.com/inc5000list/json/inc5000_2014.json",2084,1487,30,"Electrosoft Services","electrosoft-services","Virginia","VA","Reston","Washington DC",288.01,9362848,"IT Services",5
"707",1488,"Inc5000 Company List","Inc5000 Company List",1488,"http://www.inc.com/inc5000list/json/inc5000_2014.json",21481,1488,31,"Doctors Administrative Solutions","doctors-administrative-solutions","Florida","FL","Tampa","Tampa",287.65,4964870,"Health",3
"708",1490,"Inc5000 Company List","Inc5000 Company List",1490,"http://www.inc.com/inc5000list/json/inc5000_2014.json",20335,1490,36,"Audacious Inquiry","audacious-inquiry","Maryland","MD","Baltimore","Baltimore",287.46,9930000,"Software",4
"709",1491,"Inc5000 Company List","Inc5000 Company List",1491,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25959,1491,8,"Edge Partnerships","edge-partnerships","Michigan","MI","Lansing","Lansing-East Lansing MI",287.45,3224542,"Advertising & Marketing",1
"710",1492,"Inc5000 Company List","Inc5000 Company List",1492,"http://www.inc.com/inc5000list/json/inc5000_2014.json",23075,1492,8,"iDrive Logistics","idrive-logistics","Utah","UT","Lehi","Provo-Orem UT",287.44,9256732,"Logistics & Transportation",2
"711",1493,"Inc5000 Company List","Inc5000 Company List",1493,"http://www.inc.com/inc5000list/json/inc5000_2014.json",21744,1493,75,"Proxy Personnel","proxy-personnel","District of Columbia","DC","Washington","Washington DC",287.43,5898094,"Human Resources",3
"712",1497,"Inc5000 Company List","Inc5000 Company List",1497,"http://www.inc.com/inc5000list/json/inc5000_2014.json",23446,1497,134,"Health Catalyst","health-catalyst","Utah","UT","Salt Lake City","Salt Lake City",286.64,4528272,"Health",2
"713",1498,"Inc5000 Company List","Inc5000 Company List",1498,"http://www.inc.com/inc5000list/json/inc5000_2014.json",23555,1498,25,"Continental Health Alliance","continental-health-alliance","Tennessee","TN","Brentwood","Nashville",286.49,4218180,"Insurance",2
"714",1499,"Inc5000 Company List","Inc5000 Company List",1499,"http://www.inc.com/inc5000list/json/inc5000_2014.json",26145,1499,19,"PriorityOne Group","priorityone-group","New Jersey","NJ","Rutherford","New York City",286.47,3442720,"Health",1
"715",1500,"Inc5000 Company List","Inc5000 Company List",1500,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25089,1500,9,"Xpert Technologies","xpert-technologies","Michigan","MI","Sterling Heights","Detroit",286.29,2094220,"IT Services",1
"716",1501,"Inc5000 Company List","Inc5000 Company List",1501,"http://www.inc.com/inc5000list/json/inc5000_2014.json",21220,1501,8,"BookPal","bookpal","California","CA","Irvine","Los Angeles",285.96,5009011,"Consumer Products & Services",3
"717",1504,"Inc5000 Company List","Inc5000 Company List",1504,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25468,1504,62,"Peloton","peloton","Massachusetts","MA","Boston","Boston",285.04,12241453,"IT Services",1
"718",1505,"Inc5000 Company List","Inc5000 Company List",1505,"http://www.inc.com/inc5000list/json/inc5000_2014.json",19500,1505,150,"Tista Science and Technology","tista-science-and-technology","Maryland","MD","Rockville","Washington DC",284.78,21661625,"Government Services",4
"719",1506,"Inc5000 Company List","Inc5000 Company List",1506,"http://www.inc.com/inc5000list/json/inc5000_2014.json",2658,1506,91,"SADA Systems","sada-systems","California","CA","North Hollywood","Los Angeles",284.71,28404617,"IT Services",7
"720",1507,"Inc5000 Company List","Inc5000 Company List",1507,"http://www.inc.com/inc5000list/json/inc5000_2014.json",23234,1507,8,"Spot Freight","spot-freight","Indiana","IN","Indianapolis","Indianapolis IN",284.25,21183154,"Logistics & Transportation",2
"721",1508,"Inc5000 Company List","Inc5000 Company List",1508,"http://www.inc.com/inc5000list/json/inc5000_2014.json",17352,1508,8,"Sundia","sundia","California","CA","Orinda","San Francisco",283.78,39140430,"Food & Beverage",5
"722",1509,"Inc5000 Company List","Inc5000 Company List",1509,"http://www.inc.com/inc5000list/json/inc5000_2014.json",21893,1509,14,"Stimulant","stimulant","California","CA","San Francisco","San Francisco",283.6,4749925,"Software",3
"723",1510,"Inc5000 Company List","Inc5000 Company List",1510,"http://www.inc.com/inc5000list/json/inc5000_2014.json",25422,1510,13,"Professional Consulting","professional-consulting","Minnesota","MN","Edina","Minneapolis",283.37,2711379,"IT Services",1
"724",1512,"Inc5000 Company List","Inc5000 Company List",1512,"http://www.inc.com/inc5000list/json/inc5000_2014.json",23804,1512,43,"The Royster Group","the-royster-group","Georgia","GA","Atlanta","Atlanta",283.28,8796514,"Human Resources",2
"725",1513,"Inc5000 Company List","Inc5000 Company List",1513,"http://www.inc.com/inc5000list/json/inc5000_2014.json",23435,1513,82,"Redhorse","redhorse","California","CA","San Diego","San Diego",283.24,8204095,"Engineering",2
"726",1514,"Inc5000 Company List","Inc5000 Company List",1514,"http://www.inc.com/inc5000list/json/inc5000_2014.json",24875,1514,101,"IHRC","ihrc","Georgia","GA","Atlanta","Atlanta",283.2,8638525,"Health",1
"727",1515,"Inc5000 Company List","Inc5000 Company List",1515,"http://www.inc.com/inc5000list/json/inc5000_2014.json",26287,1515,64,"Celigo","celigo","California","CA","Redwood City","San Francisco",283.1,6302000,"Software",1
"728",1516,"Inc5000 Company List","Inc5000 Company List",1516,"http://www.inc.com/inc5000list/json/inc5000_2014.json",26410,1516,37,"McWire Electric","mcwire-electric","California","CA","El Cajon","San Diego",283.09,3162282,"Construction",1
"729",1517,"Inc5000 Company List","Inc5000 Company List",1517,"http://www.inc.com/inc5000list/json/inc5000_2014.json",23597,1517,21,"Copious","copious","Oregon","OR","Portland","Portland OR",282.95,4001861,"Advertising & Marketing",2
"730",1518,"Inc5000 Company List","Inc5000 Company List",1518,"http://www.inc.com/inc5000list/json/inc5000_2014.json",9584,1518,26,"Walker-Miller Energy Services","walker-miller-energy-services","Michigan","MI","Detroit","Detroit",282.72,3203259,"Energy",2
"731",1519,"Inc5000 Company List","Inc5000 Company List",1519,"http://www.inc.com/inc5000list/json/inc5000_2014.json",23336,1519,27,"Zivelo","zivelo","Arizona","AZ","Scottsdale","Phoenix",282.65,11688717,"Computer Hardware",2
"732",1520,"Inc5000 Company List","Inc5000 Company List",1520,"http://www.inc.com/inc5000list/json/inc5000_2014.json",537,1520,193,"Rimm-Kaufman Group","rimm-kaufman-group","Virginia","VA","Charlottesville","Charlottesville VA",281.79,22285853,"Advertising & Marketing",4
